id,meaning_id,lemma,morphology,ipa,definition
2059,6,каби,кайи́щи,kabi,"мн. I-II (ки́шши, кайи́щи; катти́щи), кабихьхьу, кабихьхьул, кабихьхьузиб, каби́хьхьа; несов. ложить; са муссан каби́шши ложить в одно место; санне кабишши эбзиб сикIабха спрятать (букв. ложить в одно место) ценную вещь. || сов. кабишши́."
2060,2,кабс-и,кайеси,kabs-i,"мн. I-II (кавси, кайеси; кабуси), -е, -иб, -ибзиб, -е; сов. утопиться; авария агул, парахуд кабсе из-за аварии пароход утонул. || несов. кабӯси."
2061,1,кабумхъла,"-лдил, -лла",kabumqla,-бе; отвес; бикIвзиб кабумхъла тяжелый отвес; кабумхъла баткаттагъи опустить отвес; кабумхъла – къакъалла устала яракь отвес – инструмент каменщика.
2062,1,кабу,каюси,kabu,"мн. I–II (куси, каюси; каттуси), -у, -ул, -узиб, -е; несов. помещать; тIакьан кабусузиб сикIабха вещь, помещающаяся в коробку. || сов. кабаси."
2063,2,кабч-и,"-ай, -иб, -ибзиб, -е",kabtʃ-i,сов. сгрести; ма кабчи сгрести (в кучу) сено; беттиб мусса кабчи сгрести скошенное место (покос). || несов. кабӯчи.
2064,3,кабч-и,кечи,kabtʃ-i,"мн. I-II (кичи, кечи; каттичи), -е, -иб, -ибзиб, -е; сов. уронить, упасть; кIалам къатта кабче карандаш упал во двор; хъалтал кабчиб, муккуй бахъве упав с крыши, каток сломался. || несов. кабичи."
2065,1,кабюхъ-и,"-е, -у, -ул, -узиб, -а",kabjuq-i,сов. 1) штамповать; мазгайла уцIа каттюхъи штамповать серьги из латуни; асла кулухме каттюхъи штамповать серебряные браслеты; ашрапне каттюхъи штамповать золотые монеты; 2) печатать; кIаме каттюхъи печатать тексты; кIалла ас каттюхъи печатать бумажные деньги. || несов. кабяхъи.
2066,1,кабяхъ-и,"-яй, -иб, -ибзиб, -я",kabjaq-i,сов. 1) напечатать; китаб кабяхъи напечатать книгу; кказат кабяхъи напечатать газету; 2) отштамповать (механическое тиражирование); накьишла бикI кабяхъи отштамповать элемент узора; уцIа каттяхъи отштамповать серьги. || несов. кабюхъи.
2067,1,калпатан // калпатан-къицi-а,"-а, -лдил, -лла",kalpatan // kalpatan-qʼitsi-a,-не; клещи; хвалазиб калпатан-къицIа большие клещи; калпатан-къицIалццила гъюлме динекъи вытащить клещами гвозди.
2068,1,калпич,"-лидил, -ла",kalpitʃ,-че; 1) кирпич; цIуб калпич белый кирпич; итIинзиб калпич красный кирпич; бухъу гIянччалла калпичче дакьи изготовить кирпичи из глины (саман); 2) карт. бубны; калпичиццила гIюкьин ходи бубнами.
2069,1,калуж-и,"калугун, калугунзиб, -ин",kaluʒ-i,"-и, калугун, калугунзиб, -ин; несов. 1) заряжать; тупанг калужи заряжать ружье; туп калужи заряжать пушку; 2) заполнять, заправлять;  ххулжин калужи заполнять переметные сумки; къупе калужи заполнять мешки; 3) оставаться; у янив калугунде ты остаешься здесь; вибкалугунзиб сикIабха остающиеся вещи. || сов. кабалгви."
2070,1,калусс-и,"-ун, -унзиб, -ин",kaluss-i,"-и, -ун, -унзиб, -ин; несов. моргать (глазами); улбе калусси  моргать глазами; калуссун улбалла иццала  болезнь моргающих глаз (век). || сов. кабилсси."
2071,1,калуч,"-ун, -унзиб, -ин",kalutʃ,"-и, -ун, -унзиб, -ин; несов. читать; кIа калучIи читать письмо;  бикIатадди калучIунзиб хабар  рассказ для детей. || сов. кабилчIи."
2072,1,калхана,"-лдил, -лла",kalxana,калхунбе; парча; талигуйла калхана старинная парча; лак калхана парча с узором полос; щан калхана ширинская парча (привозили из России торговцы с. Шири); гIяххилталла калхана хорошая парча (из серебрянных или позолоченных серебряных нитей) ялгъанталла калхана поддельная парча (парча из позолоченных медных ниток); калханалла агва бахи сшить платье из  парчи.
2073,1,калхуз,"-лидил, -ла",kalxuz,-зе; колхоз; авданзиб калхуз богатый колхоз; калхузицце винкехви вступить в колхоз; калхузе дикьу вахт время организации колхозов.  «ХутIналла» калхуз «тарелочный» колхоз (в 1930-е годы у кубачинцев собрали как ценное имущество декоративные антикварные тарелки с целью приобретения скота для колхоза).
2074,1,калхузник,"-лидил, -ла",kalxuznik,-е; колхозник; хъарахълив уццузив калхузникI работающий на кутане колхозник; ду сал калхузникIлиццила валвалле викьад я работал с другим колхозником вместе.
2075,1,кам,"-лидил, -ла",kam,"-те; слой, кожура, кожа; букIулзиб кам тонкий слой (кожура); гьинзилла кам чибуцIи снять кожуру с яблока."
2076,1,камал,"-лидил, -ла",kamal,-те; пояс; луссин-хъувалла камал филигранный пояс; асла камал серебряный пояс; цIиквайла камал висабхи одеть невестин пояс.
2077,1,камбайн,"-идил, -ла",kambajn,-абе; комбайн; цIизиб камбайн новый комбайн; камбайн бикузив шюпир водитель комбайна.
2078,1,камбакь-и,"-ай, -иб, -ибзиб, -а",kambaƛ-i,"сов. убавить, уменьшить; махла битIакI камбакьи уменьшить вес поклажи; гIячилцциб муте камбакьиб саб в изделии уменьшили золото (ниже стандартной пробы). || несов. камбикьи."
2079,1,камбикь-и,"-у, ул, -узиб, -а",kambiƛ-i,"несов. убавлять, уменьшать; абадил гьармутил шурпалццид цце камдикьу мама всегда недосаливает суп; бицIибжубли буккин камбикьу полным уменьшают питание. || сов. камбакьи."
2080,1,камбихв-и,"-е, -ул, -узиб, -е",kambixv-i,"несов. убавляться, уменьшаться; чибак гьаман камбихвул саб материала для работы  всегда не хватает; видяхиб вахьаханъя, бухъин хьуне камбихехва длинная дорога не уменьшается, даже если быстро ходишь. || сов. камбухи."
2081,1,камбух-и,"-е, -уб, -убзиб, -е",kambux-i,"сов. убавиться, уменьшиться; ухънала арадихь камбухуб саб у старика убавилось здоровье. || несов. камбихви. КАМ-КАМЛЕ нареч. маловато; редко; нечасто; щилцце ду кам-камле сахьуд  в село я приезжаю нечасто; на кам-камле кIаме каттигул саб  в наше время письма пишут нечасто; дунуппе шшатте кам-камле сабахьа соседи нечасто приходят в гости (к нам)."
2082,1,камле,редко,kamle,камле кабишши класть мало; камле сахьузив ххюл редкий гость.
2083,1,камх,"-лидил, -ла",kamx,-те; шелк; китай камх китайский шелк; камхла агва шелковое платье; камхла ккуц шелковый квадрат (для украшения головного убора); камхла катIе шелковый платок.
2084,1,канституция,"-лдил, -лла",kanstitutsija,-бе; конституция; Рассиялла канституция Российская конституция; канституция буццихъи соблюдать конституцию.
2085,1,капан,"-нидил, -на",kapan,те; саван; цIубзиб капан белый саван; капанталла гIяб кам три слоя савана; капан бисси раскроить саван; капанне винваччи завернуть покойника в саван.
2086,1,капий,"-лидил, -ла",kapij,"-те; рел. безбожник, неверующий; капийталла ххюппе могилы домусульманского времени. Капила ух! прокл. чтобы сдох безбожником."
2087,1,капуст,"-лдил, -лла",kapust,ед. и мн.; капуста; цIубзиб капустIа белая капуста;; капустIалла негъ борщ; капустIа бахьви посадить капусту.
2088,1,картуп,"-лидил, -ла",kartup,-те; картофель; сабагъибзиб картуп спелый картофель; картуп вигьабтIи выкопать картофель.
2089,1,каруш // калуш,"-идил, -ла, каруще",karuʃ // kaluʃ,галоша; букьзиб каруш старая калоша; дяйтад каруше калоши с заоваленным носком; дяйтадааква каруще калоши с заостренным носком; каруще чахи надеть галоши. ГIурус мургис каруще фольк. русские калоши (букв. калоши из столярного клея).
2090,1,касинк,"-лдил, -лла",kasink,-бе; косынка; шяняссиб касинкIа зеленая косынка; касинкIа чикаттукIи надеть косынку.
2091,1,кастiум // кастiун,"-нидил, -на",kastium // kastiun,-те; костюм; гIяхщуд кастIум хороший костюм; кастIум пишкишдакьи подарить костюм; лавсанна кастIум костюм из лавсана; палалла масла кастIум костюм из шерстяной ткани. КАТ // КАТЛЕ нареч. вниз; кат каттажи пошел вниз; ттимиллихъ катле ттилбицци мяч покатился вниз.
2092,1,кат,"-иб, -ибзиб, -а",kat,"-ай, -иб, -ибзиб, -а; сов. налить; чяй катIи налить чай; истакан бицIиб катIай налили полный стакан. || несов. каттитIи."
2093,1,катан,"-нидил, -на",katan,-те; льняная нить; катанниццила бахи сшить льняной нитью.
2094,1,каттигана,"-дил, -ла",kattigana,-бе; писарь; жагьилзив каттигана молодой писарь; каттиганаже хъайчибакьай чикабгахъи поручили писарю дописать.
2095,1,каттилж-и,"каттилгун, катилгунзиб, -ин",kattilʒ-i,"-ин, каттилгун, катилгунзиб, -ин; сов. остаться; июс янид каттилжида в этом году остались здесь; каттилгунзиб вибукъи чибукъе пришлось отнести оставшееся. || несов. калужи."
2096,2,кат,"-иб, -ибзиб, -а",kat,"-и, -иб, -ибзиб, -а; сов.  налить, разлить; къюннил шин катIи налить воду в кувшин; хутIнадде негъ катIахъи хъайчебакьай поручили разлить суп в тарелки. || несов. каттитIи."
2097,1,каттих-и,"-ю, -юл, -юзив, -я",kattix-i,"несов. насыпа́ть, досыпать; хъуже гIянчча чикаттихюлда насыпа́ем землю на огород; къум раствурре гьибая каттихи бажил саб надо еще сыпа́ть песок в раствор; къапле ачIе чикаттихи досыпать зерно в мешок; картуппе каттихюл тIакьа бицIада заполнили ящик картошкой. || сов. кяхи."
2098,1,каттихьв-и,"-у, -ул, -узиб, -а",kattixv-i,несов. сыпать; сандугле нукьунна къап  бинкаттихьви ссыпать мешок муки в сундук; истаканне чакай бишкаттихьви сыпать сахар в стакан. || сов. кахьви.
2099,2,каттихьв-и,"-у, -ул, -узиб, -а",kattixv-i,несов. убивать; душман каттихьви убивать врага; буцIе каттихи убивать волков; жукьне каттихи убивать кабанов. || сов. кахьви.
2100,1,каттумхъант-е,"-аддил, -алла",kattumqant-e,"мн.; качели; кимх малдил бицIибмутил бикIатадди каттумхъанте каттихин когда сеновал наполнился сеном, установили качели для детей."
2101,2,каттумхъант-е,"-аддил, -алла",kattumqant-e,мн.; катумханте (традиционное металлическое приспособление-«коромысло» для подвешивания котла над очагом камина); каттумхъантаццила гIяшак акъана чабицци с помощью «коромысла» котел подвесили на (очажную цепь) очаг.
2102,1,ках/бух-и,/юхи,kax/bux-i,"мн. I-II (/ухи, /юхи; /духи), -е, -уб, -убзиб, -е; сов. выделиться; гIячилццив кахухи выделиться в работе; ултав  кахухи выделиться перед людьми. // несов. кахбихви."
2103,1,ках/си-б,-й,kax/si-b,"/жуб, /жуд) интересный, необычный; кахсиб бакьутте необычный поступок."
2104,1,кахле,необычно,kaxle,кахле гьалугунзив интересно рассказывающий; кахле ваши ходить необычной походкой.
2105,1,кахха,"-лдил, -лла",kaxxa,мн.; бот. ежевика; саттагъибжуб кахха спелая брусника; кахха июс дехъиб сад в этом году большой урожай ежевики.
2106,1,каххала,"-лдил, -лла",kaxxala,кахлуме; воротник; абдузиб каххала чистый воротник; каххала абдубакьи почистить воротник.
2107,1,кахьв-и,"-уб, -убзив, -а",kaxv-i,"-ай, -уб, -убзив, -а; сов. убить; бицI квахьи убить волка; душман кахьви убить врага. || несов. каттихьви."
2108,1,кац,"-илдил, -илла",kats,-не; щенок; хвилла кацIе щенок собаки; вачIичIиб кацIе симпатичный щенок; кацIе гьабикьи вырастить щенка.
2109,1,кашке,,kaʃke,
2110,1,каюсс-и,"-ул, -узиб, -а",kajuss-i,"-е, -ул, -узиб, -а; несов. кроить (заготовки по металлу); румккабе каюсси кроить заготовки для рюмок;  тIуппигле каюсси кроить заготовки для колец. ||  сов. кабесси."
2111,1,кают,"-дил, -ла",kajut,-бе; литейщик; устазив каютIана опытный литейщик; гIюшкалла каютIана литейщик котлов; каютIаналла хабар слава литейщика.
2112,2,кают,"-у, -ул, -узиб, -а",kajut,несов. отливать; хIюлхIне каютIи отливать (обручальные) кольца; дибссилла гIюшкке каютIи отливать медные котлы. || сов. кабетIи.
2113,1,каюхъ-и,"-у, -ул, -узиб, -я",kajuq-i,"сов. и несов. колоть,расколоть; къуэ каюхъи колоть чурки; батталццила бихълуме каюхъи колоть топором поленья."
2114,1,ква,"-лдил, -лла",kva,куме; баран; цIехьсиб ква жирный баран; ква билхви зарезать барана.
2115,1,квай/каттаж-и́(й) // квекаттажи(й) ед. и мн. iii,"-и, /каттагул, /каттагузиб, /каттага",kvaj/kattaʒ-iˈ(j) // kvekattaʒi(j) ed. i mn. iii,сов. прополоскать; гIяшак абдужуд шинниццила квайкаттажи прополоскать котел чистой водой; исала квайкаттажи прополоскать белье. || несов. квайкаттижи.
2116,1,квай/каттиж-и(й) // квекаттижи(й) iii,"/каттигу, /каттигул, /каттигузий, /каттига",kvaj/kattiʒ-i(j) // kvekattiʒi(j) iii,несов. полоскать; дисибжуд исала квайкаттижи вахт время полоскать белье; дисиб вачуге квайкаттижи полоскать стиранные брюки. || сов. квайкатттажи.
2117,1,квал-е // куале,"-илдил, -илла",kval-e // kuale,ед и мн.; черемуха; ахъсиб квалилла гъвила высокий куст черемухи; квале далцIи собрать плоды черемухи.
2118,1,каххв-е,"-илдил, -илла",kaxxv-e,"-не; железная лопатка (совок для золы, мусора); цIизиб каххве новая лопатка; каххвилццила хвисса викатицIи выгрести совком золу (из очага)."
2119,1,квач,"-илдил, -илла",kvatʃ,-не; лапа; бицIла квачIе волчья лапа; квачIе биччи ччиту буссабакьи научить кошку давать лапу; гъвялла квачIе заячья лапа (использовалась ювелирами как кисточка).
2120,1,кваш,"-лидил, -ла",kvaʃ,ед. и мн. горсть; бицIибзиб кваш полная горсть; кимпиталла кваш горсть конфет.
2121,1,кве,"-лдил, -лла",kve,"квиме; яма; ццукьзиб кве погреб, глубокая яма; кве гьабукъи выкопать погреб; картуппалла кве погреб с картошкой."
2122,1,кви/бус-и,/юси́,kvi/bus-i,"мн. I–II (/уси́, /юси́; /дуси́), -ай, -иб, -а, -ибзиб, -ахъи, -не; сов. подержать (ненадолго); никIалла тупанг квибуси подержать ружье ненадолго; къуткъа квибуси подержать кувшин. || несов. квибу́си."
2123,1,кви/бу,/ю́си,kvi/bu,"мн. I–II (/у́си, /ю́си; /ду́си), -у, -ул, -узиб, -а; несов. держать; дуп квибуси держать резец; нюкъбаццила гал квиу́си держать на руках (руками) ребенка. || сов. квибуси́."
2124,1,кви/билучч-и,"-и, /билуккун, /билуккунзиб, -ин",kvi/bilutʃtʃ-i,"несов. отдавать, сдавать; чибла квибилуччи отдавать долг; библиутикалла китаб квибилуччи сдавать библиотечную книгу. || сов. квибиччи."
2125,1,кви/бичч-и,"/биккай, -иб, -ибзиб, /бикка",kvi/bitʃtʃ-i,"сов. отдать, сдать; давла вагьли квибиччи отдать богатство хозяину; цIиквайла сикIабха квидиччи отдать невестины вещи (при разводе). || несов. квибилуччи."
2126,1,квика/бакь-и,/якьи,kvika/baƛ-i,"мн. I–II (/викьи, /якьи; /ттакьи), -ай, -иб, -ибзиб, -а; сов. уложить (спать и др.); бикIате ихьвле квикабакьи биккай детей надо рано укладывать спать; ххюле саннибле квикабакьи уложить гостей вместе. || несов. квикабикьи."
2127,1,квика/бикь-и,/йикьи,kvika/biƛ-i,"мн. I–II (/викьи, /йикьи; /ттикьи), -у, -ул, -узиб, -а; несов. укладывать; ххюле диванниже квикабикьи укладывать гостей на диван. || сов. квикабакьи. КВИЛАЗИБ (мн. квилажуд) весомый; квилазиб кьюкь большой молоток (кувалда); квилазиб мах тяжелая поклажа."
2128,1,квисабетт-и,"-ай, -иб, -ибзиб, -а",kvisabett-i,"сов. отобрать, отнять; гужлал квисабетти силой отнять; кулаккалла квисабеттибзиб авдандихь отобранное у кулаков богатство. || несов. квисабутти."
2129,1,квисабутт-и,"-ул, -узиб, -а",kvisabutt-i,"несов. отбирать, отнимать; ас квисаттутти отбирать деньги; вагьвала гванза квисаттуттузиб вахт время, когда отбирали частные земельные участки. || сов. квисабетти."
2130,1,квиц,"-лидил, -ла",kvits,"-убе; пучок, букет; кьайла квицI пучок травы; бюкьязиб уггалла квицI красивый букет цветов; квицI бакьи сделать (собрать) букет."
2131,2,квиц,"-лдил, -лла",kvits,квицIлуме; охапка; хвалазиб квицIала большая охапка; малла квицIала гьабалчи взять охапку.
2132,1,киллу,"-лдил, -лла",killu,-ме; килограмм (кг); ; бяхъялалла киллу килограмм масла; агъв киллу четыре килограмм; агъвцIал килулла къап мешок весом сорок килограмм; ассибзиб ниссалла киллу купленный килограмм сыра. КIвигналла гIючIум киллу фольк. два раза по девять кило.
2133,1,кимпит,"-лидил, -ла",kimpit,-е; конфета; мидизиб кимпит  сладкая конфета; кимпит бекви съесть конфету.
2134,1,киндурмяв,"-лидил, -ла",kindurmjav,ед. и мн.; олифа; гIяхсиб киндурмяв хорошая олифа; киндурмявле бачи покрасить олифой.
2135,1,кип,"-лидил, -ла",kip,-те; удовольствие; хвалазиб кип большое удовольствие; кип чебалчи получить удовольствие.
2136,1,кип/бикь-и,/йикьи,kip/biƛ-i,"мн. I-II (/викьи, /йикьи; дикьи), -у, -ул, -узив, -а; несов. угощать, получать удовольствие; ххюле кипбикьул вевидище  начал приятно угощать гостей; кипбикьузив инсан угощающий человек. || сов. кипбакьи."
2137,1,кип/бихв-и,/йихви,kip/bixv-i,"мн. I–II (/вихви, /йихви; /дихви), е, -ул, -узиб, -е; несов. получать удовольствие, пьянеть; гьарбе жагьилте кипбихвул саб каждый день молодежь гуляет (с выпивкой); дичла кип гIяхшуд асад плохо, когда удовольствие только от выпивки. || сов. кипбухи."
2138,1,кип/бух-и,/юхи,kip/bux-i,"мн. I–II (/ухи, /юхи; /духи), -е, -уб, -убзиб, -е; сов. опьянеть; гьакал кипухубзив инсан сильно опьяневший человек. || несов. кипбихви."
2139,1,кип/бакь-и,"-ай, -иб, -ибзиб, -а",kip/baƛ-i,"сов. сделать так, чтобы получили удовольствие; хвалазиб кипбакьай получил большое удовольствие; кипбакьибжила ххюле щатте бекад хорошо угостив (так, что получили удовольствие), гостей повел на прогулку. || несов. кипбикьи."
2140,1,кипик,"-лидил, -ла",kipik,-ке; копейка; цIизиб кипик новая копейка; кипик чисабалчи взять копейку-сдачу.
2141,1,кипицциб/зи-в,/жуд) получающий удовольствие,kipitstsib/zi-v,"/жуб, /жуд) получающий удовольствие; кипиццибжуб адамте отдыхающие мужчины."
2142,1,кипка,"-лдил, -лла",kipka,-бе; кепка; суранна кипка кожаная кепка; кипка чи́кабжи одеть кепку; кипкали талал гIюрус кьапIа букIул бужиб саб раньше кепку называли русской шапкой.
2143,1,киса,"-лдил, -лла",kisa,"кисне; карман; хвалазиб киса большой карман; кисан кабищи положить в карман.  КIве дикIвла духъин кисне фольк., ирон. длинные карманы, сшитые из двух больших кусков ткани (букв. карманы, длиною в два локтя).  Кьаламдаршла киса фольк. карандашница (букв. карман для карандашей)."
2144,1,кислат,"-лдил, -лла",kislat,"-бе; кислота; цIакьжуд кислатIа сильная кислота; вачаг кислатIалдил бикквад прожег кислотой брюки. КислатIал диккуб тIуппе фольк. пальцы, сожженные кислотой (ирония о много работающем мастере)."
2145,1,китаб,"-лидил, -ла",kitab,-те; книга; кабилчIунзиб китаб прочитанная книга; билиутикалил китаб гьабалчи взять книгу из бибилотеки.
2146,1,кишиш,"-лидил, -ла",kiʃiʃ,-те; поп; раввин; жагьилзив кишиш молодой поп; кишиш  ккиласалив вихва  поп бывает в церкви (синагоге).
2147,1,кишмиш,"-лидил, -ла",kiʃmiʃ,ед. и мн. изюм; мидижуд кишмиш сладкий изюм; кишмиш чикяхиб палав плов с изюмом.
2148,1,кишттутт-а,"-лдил, -лла",kiʃttutt-a,кишттутме; узор вышивки (древовидный); паксиб кишттутта красивый узор вышивки; кишттутталццила бидижибзиб кIаз вышитый узором головная накидка.
2149,1,куб,"-лидил, -ла",kub,"-те; речь, язык; гIюрус куб русский язык; гIюгъбуган куб кубачинский язык; дарккван куб даргинский язык; куб дахи выучить язык; куб аххаран разг. не знающий языка (о болтуне)."
2150,1,куба,"-лидил, -ла",kuba,-те; кубический метр; вицI куба усулла десять кубометров дров; машинал (ЗИЛ) хьу куба къакъалла каттусу в грузовую машину (ЗИЛ) помещается пять кубометров камня.
2151,1,кубачилла,-зий,kubatʃilla,"-жуб, -жуд) кубачинский; кубачиллазив (гIюгъбуглазив) инсан кубачинец; кубачилжил (гIюгъбуглижил) хабарте легенды о Кубачи; кубачилла (гIюгъбугла) щанте кубачинские жители; кубачилла (гIюгъбугла) мусне кубачинские места."
2152,1,кук/си-б,-й,kuk/si-b,"/щуб, /щуд) легкий; куксиб ттимиллихъ легкий мяч; куксиб мах маленькая поклажа (для спины)."
2153,1,кук/бакь-и,"-ай, -иб, -ибзиб, -а",kuk/baƛ-i,сов. облегчить; дих кукбакьи облегчить вьюк; битIакIла кукбакьибзиб асла гIяче облегченная в весе серебрянная работа. || несов. кукбикьи.
2154,1,кук/бикь-и,"-а, -у, -ул, -узиб, -а",kuk/biƛ-i,несов. облегчать; бишсабалчун учи дих кукбикьи биккай для чужой лошади вьюк надо облегчать. || сов. кукбакьи.
2155,1,кук/бихв-и,"-е, -ул, -узиб, -е",kuk/bixv-i,"несов. облегчаться; ваццуммутил, мах кукбихехва когда устанешь, ноша легкой не становится. || сов. кукбухи."
2156,1,кук/бух-и,"-е, -уб, -убзиб, -е",kuk/bux-i,"сов. облегчиться; къап кукбухе ачIе чи.кяхиб мешок облегчился, когда (из него) отсыпали зерно. || несов. кукбихви."
2157,1,кук-кук/си-б,-й,kuk-kuk/si-b,"/щуб, /щуд) легковесный; кук-куксив мюшрюкья борец легкого веса; кук-кукщуд чаханте легкая обувь."
2158,1,кук-кукле,наполнив ее сеном налегке. КУКЛЕ нареч. легко,kuk-kukle,"кук-кукле висачи привезти налегке; кук-кукле бицIиб малла машина висакада привезли машину сена, наполнив ее сеном налегке. КУКЛЕ нареч. легко; юлдашидил кукле ахъабакьай къакъа товарищ легко поднял камень; кукле ваши легко (быстро) ходить."
2159,1,кулахха,"-лдил, -лла",kulaxxa,кулухме; браслет; миналла кулахха браслет с эмалью; мутилла кулахха золотой браслет; асла кулахха серебряный браслет; цIиквайла кулухме невестины браслеты; кулахха цIиквайли пишкишбакьи подарить браслет невесте.  Вярхъя кулахха букв. шумный браслет (старинный браслет).  Гулибуччай кулахха букв. браслет с головками снизу (старинный браслет).  Билсса кулахха букв. крученый браслет (старинный браслет).  Кутис кулахха букв. кутаисский браслет (старинный браслет).
2160,1,кулпат,"-лидил, -ла",kulpat,"ед. семья; ххял кулпат большая семья; ццихъщуб кулпат хорошие дети; кулпат баххи прокормить семью. Кулпатле хвалавакь! благоп. пусть дети осчастливят, возвысят. У бухужуб кулпат чигьаттакIв! благоп. чтобы выросли дети, похожие на тебя! Кулпат чеммабух! прокл. чтобы потомства не было."
2161,1,кумак,"-лидил, -ла",kumak,-ке; помощь; хвалазиб кумак большая помощь; кумакли гIюкьи пойти помочь. ♦ Аллагь кумакухаб! благоп. бог в помощь!
2162,1,кумакакква/зи-в,/жуд) беспомощный,kumakakkva/zi-v,"/жуб, /жуд) беспомощный; кумакакквазив инсан человек без поддержки. КУМАКАККВАЛ нареч. беспомощно; кумакакквал викьи работать без помощи."
2163,1,кумак/бакь-и,"-ай, -иб, -ибзиб, -а",kumak/baƛ-i,сов. помочь; щантадди кумакбакьи помочь сельчанам; кумакбакьахъи вявдихь крик о помощи. || несов. кумакбикьи.
2164,1,кумак/бикь-и,"-у, -ул, -узиб, -а",kumak/biƛ-i,несов. помогать; тухумлидил салла сали кумакбикьи бажизиб саб родственники должны помогать друг другу; гьар вахтла кумакбикьузив дене всегда помогающий сосед. || сов. кумакбакьи.
2165,1,кумакаквадихь,"-лидил, -ла",kumakakvadix,ед. и мн. беспомощность; кулпатла кумакаквадихь семья без поддержки.
2166,1,кумакч-е,"-илдил, -илла",kumaktʃ-e,-ибе; помощник; сабурразив кумакче терпеливый помощник; кумакчилццила викьи работать с помощником.
2167,1,кумул-е,"-илдил, -илла",kumul-e,-абе; уст. трубка для чистки расплава; бухъинзиб кумуле длинная трубка; кумуле абдубакьи почистить трубку.
2168,1,кунт,"-ридил, -ра",kunt,-те; губастый (человек); хвала дяйла кIунтбар губастый мужчина с большим лицом; авиччизив  кIунтIбар дене неопрятный губастый сосед.
2169,1,кур,"-ридил, -ра",kur,ед.; мена; бикIаталла кур  игр. детские мены; курбикьуммутил дибхъне обман при мене.
2170,1,кур/бакь-и,"-ай, -иб, -ибзиб, -а",kur/baƛ-i,сов. поменять (что-то на что-то) не глядя; кисалла дис курбакьи поменять перочинный нож (на что-то) не глядя. || несов. курбикьи.
2171,1,кур/бикь-и,"-у, -ул, -узиб, -а",kur/biƛ-i,несов. менять (что-то на что-то) не глядя; синна тиджуд сикIабха курдикьи вевидище начал менять не глядя все свои вещи. || сов. курбакьи.
2172,1,курхан,"-нидил, -на",kurxan,"-те; гулящий, бродяга; ухъназив курхан старый бродяга; курханна гъай сажуралла дихва  у бродяги  разговоры бывают одинковые."
2173,1,кусали,,kusali,"кусали ассаттин? почем купил?  кусали бисаттин? почем продал? Кусали бакьайну гьадабукIа, чидил бакьайну гьабкIа погов. не спросят, за сколько сделано (изделие), а спросят, кем сделано."
2174,1,кусса,"-дил, -ла",kussa,-бе; безбородый; кусса адаме безбородый мужчина.
2175,1,кутi/зи-б // куцциб,"(-в, -й",kuti/zi-b // kutstsib,"/жуб, /жуд) короткий; кутIзиб хьуне короткий путь; кутIзиб кIа короткое письмо.♦ Бухъин хьуне кутIбухаб, кутI хьуне саматбухаб фольк. пусть длинная дорога станет короткой, а короткая легкой (легкопроходимой)."
2176,1,кут,"-ай, -иб, -ибзиб, -а",kut,сов. укоротить; дихьв кутIбакьи укоротить балку; кутIбакьибзиб агва укороченное платье. || сов. кутIбикьи.
2177,2,кут,"-у, -ул, -узиб, -а",kut,несов. укорачивать; хабар кутIбикьи вевидище перен. собеседник начал сокращать рассказ. || сов. кутIбакьи.
2178,3,кут,"-е, -ул, -узиб, -е",kut,несов. укорачиваться; илла хабар кутIбихвул асаб его рассказ не кончается (не укорачивается). || сов. кутIбухи.
2179,4,кут,"-е, -уб, -убзиб, -е",kut,сов. укоротиться; кутIбухубзиб вачаг укоротившиеся брюки; буне кутIдухуб сад дни укоротились. || несов. кутIбихви.
2180,5,кут,"-лидил, -ла",kut,ед.; короткий размер (букв. короткость); цциххинна кутIдихьлидил кабищи ажажи из-за короткого размера балки-перекладины его не удалось установить. КУТIЛЕ нареч. коротко; кутIле гьаа! скажи коротко!
2181,1,кутав/гьабицц-и,/гьайицци,kutav/habitsts-i,"мн. I-II (/гьицци, /гьайицци; /гьаттицци), -е, -ул, -узиб, -е; сов. сдохнуть, умереть; иццалалдил хIяйван кутавгьабиццул бидажи от болезни сдохла скотина; дюгIдищаддил ххял мацца кутавгьаттицци от морозов сдохло много овец. Кутав гьиц! прокл. чтобы сдох. || несов. кутавгьабӣцци."
2182,1,кутав/гьаби,/гьайицци,kutav/habi,"мн. I–II (/гьицци, /гьайицци; /гьаттицци), -е, -ул, -узиб, -е; несов. дохнуть, издыхать; гIячилдил кутавгьадабиццу от труда не дохнут. || сов. кутавгьабицци́."
2183,1,кутан,"-нидил, -на",kutan,-те; плуг; бумкказиб кутанна гъваб  отточенный лемех плуга; кутанниццила ванза басин вспахали плугом землю.
2184,1,куц,"-лидил, -ла",kuts,"ед.; вид, внешний вид; бюкьязиб куц красивый вид; куц басбакьи саматле вихехва  человек не может легко изменить внешний вид. Далгунжуд ххамххалла куц фольк. статная фигура (букв. вид нарядного тела)."
2185,1,куцакква/зи-б,-й,kutsakkva/zi-b,"/жуб, /жуд) безликий, неряшливый, уродливый, странный (не к месту); куцаккважуд палтар неряшливая (не к месту) одежда; куцакквазиб кьвашкьва странная прическа."
2186,1,куцакквадихь,"-лидил, -ла",kutsakkvadix,"куцакквадище; неряшливость, безобразность, странность; илла куцакквадихь багькваре! посмотри на его безобразный вид (букв. безобразность)!; куцакквадищадил инсанна хIюрмат булга неряшливость портит авторитет человека."
